Company,Address_Line_1,City,State,ZipCode,Zip4,County_Code,Area_Code,IDCode,Location_Employee_Size_Code,Location_Sales_Volume_Code,Primary_SIC_Code,SIC6_Descriptions,Primary_NAICS_Code,NAICS8_Descriptions,SIC_Code,SIC6_Descriptions_SIC,SIC_Code_1,SIC6_Descriptions_SIC1,SIC_Code_2,SIC6_Descriptions_SIC2,SIC_Code_3,SIC6_Descriptions_SIC3,SIC_Code_4,SIC6_Descriptions_SIC4,Yellow_Page_Code,Employee_Size_Location,Sales_Volume_Location,Business_Status_Code,Industry_Specific_First_Byte,Year_Established,Office_Size_Code,Company_Holding_Status,ABI,Subsidiary_Number,Parent_Number,Parent_Actual_Employee_Size,Parent_Actual_Sales_Volume,Parent_Employee_Size_Code,Parent_Sales_Volume_Code,Site_Number,Address_Type_Indicator,Population_Code,Census_Tract,Census_Block,Latitude,Longitude,Match_Code,CBSA_Code,CBSA_Level,CSA_Code,FIPS_Code,archive_version_year
SRDC,2929 ARCH ST # 13,PHILADELPHIA,PA,19104,2857,101,215,2,B,,839998,NON-PROFIT ORGANIZATIONS,81331908,OTHER SOCIAL ADVOCACY ORGANIZATIONS,999966,FEDERAL GOVERNMENT CONTRACTORS,,,,,,,,,,5,,9,,,,,651184236,,,,,,,,,9,012400,1,039.957048,-075.181466,0,37980,2,428,42101,2015
COMMISSION ON GRADUATES-FRGN,3600 MARKET ST # 400,PHILADELPHIA,PA,19104,2651,101,215,2,,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,,,9,,,,,651198244,,,,,,,620074955,,9,008900,3,039.956040,-075.194160,P,37980,2,428,42101,2015
SMG REAL ESTATE,3624 MARKET ST # 3S,PHILADELPHIA,PA,19104,2614,101,215,2,A,B,653118,REAL ESTATE,53121003,OFFICES OF REAL ESTATE AGENTS & BROKERS,,,,,,,,,,,,4,834,9,,,,,651199572,,,,,,,,,9,008900,3,039.956110,-075.194640,P,37980,2,428,42101,2015
HORIZON HOUSE INC,119 S 31ST ST,PHILADELPHIA,PA,19104,3413,101,215,2,C,,839901,DRUG ABUSE & ADDICTION INFO & TREATMENT,81331904,OTHER SOCIAL ADVOCACY ORGANIZATIONS,,,,,,,,,,,,10,,9,,,,,651199820,,,,,,,,,9,008900,1,039.953200,-075.185140,P,37980,2,428,42101,2015
ERNIE'S AUTO BODY,3804 LANCASTER AVE,PHILADELPHIA,PA,19104,2318,101,215,1,C,C,171114,MECHANICAL CONTRACTORS,23821038,ELECTRICAL CONTR & OTHER WIRING INSTALLATION CONTR,,,,,,,,,,,,13,2346,9,,,,,651199911,,,,,,,120731542,,9,009100,2,039.960160,-075.197280,P,37980,2,428,42101,2015
H & H DAY CARE CTR,4012 POPLAR ST,PHILADELPHIA,PA,19104,1242,101,215,2,C,B,835101,CHILD CARE SERVICE,62441003,CHILD DAY CARE SERVICES,,,,,,,,,,,,15,622,9,,,,,651200008,,,,,,,811211416,,9,011000,1,039.972350,-075.204650,P,37980,2,428,42101,2015
SLEEPING GIANT GALLERY,419 N 33RD ST,PHILADELPHIA,PA,19104,2526,101,215,2,A,B,599969,ART GALLERIES & DEALERS,45392002,ART DEALERS,,,,,,,,,,,,3,666,9,,,,,651200107,,,,,,,,,9,009000,1,039.962520,-075.189550,P,37980,2,428,42101,2015
YOUTH SERVICE INC,3828 SPRING GARDEN ST,PHILADELPHIA,PA,19104,2326,101,215,2,B,,839999,SOCIAL SERVICES NEC,81331909,OTHER SOCIAL ADVOCACY ORGANIZATIONS,832222,YOUTH ORGANIZATIONS & CENTERS,,,,,,,,,,5,,9,,,,,651200297,,,,,,,,,9,009100,1,039.962080,-075.197810,P,37980,2,428,42101,2015
WOMEN'S CAMPAIGN INTL,3701 CHESTNUT ST,PHILADELPHIA,PA,19104,3104,101,215,2,B,,861102,ASSOCIATIONS,81391002,BUSINESS ASSOCIATIONS,999966,FEDERAL GOVERNMENT CONTRACTORS,865101,POLITICAL ORGANIZATIONS,,,,,,,04104,8,,9,,,,,651200347,,,,,,,,,9,008800,1,039.955078,-075.196835,0,37980,2,428,42101,2015
CENTER FOR STUDY OF ORTHOPEDIC,3400 SPRUCE ST # 2,PHILADELPHIA,PA,19104,4229,101,215,2,C,C,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,10,1754,9,R,,,,651229197,,,,,,,811711134,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2015
RENA ROWAN BREAST CTR,3400 CIVIC CENTER BLVD # 3W,PHILADELPHIA,PA,19104,5127,101,215,2,C,D,807101,LABORATORIES-MEDICAL,62151106,MEDICAL LABORATORIES,806202,HOSPITALS,,,,,,,,,,15,2759,9,,,,,651229288,,,,,,,651229288,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2015
AMERICAN FOUNDATION-SUICIDE,3535 MARKET ST # 4047,PHILADELPHIA,PA,19104,3313,101,215,2,A,,873303,FOUNDATION-EDUC PHILANTHROPIC RESEARCH,54172006,RESEARCH & DEVMNT-SOCIAL SCIENCES & HUMANITIES,,,,,,,,,,,,2,,9,,,,,651239253,,,,,,,,,9,009000,4,039.956231,-075.193652,0,37980,2,428,42101,2015
DREXEL UNIVERSITY FINANCIAL,3240 MARKET ST,PHILADELPHIA,PA,19104,3391,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,651248288,,,,,,,,,9,008900,2,039.955432,-075.188760,0,37980,2,428,42101,2015
UNIVERSITY OF PENNSYLVANIA,3718 LOCUST WALK # 20,PHILADELPHIA,PA,19104,6235,101,215,2,D,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,30,,2,,,,,651248411,120738786,681184495,10,,C,,,,9,008800,2,039.952250,-075.197883,0,37980,2,428,42101,2015
WQHS,3000 SOUTH ST,PHILADELPHIA,PA,19104,6325,101,215,2,A,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,3,,9,,,,,651248445,,,,,,,,,9,007600,1,039.948780,-075.189715,0,37980,2,428,42101,2015
30TH STREET STATION,2955 MARKET ST,PHILADELPHIA,PA,19104,2828,101,215,2,A,B,472404,TRAINS-TICKET AGENCIES,56151006,TRAVEL AGENCIES,,,,,,,,,,,,3,525,9,,,,,653371807,,,,,,,543291090,,9,012400,1,039.955740,-075.181990,P,37980,2,428,42101,2015
SCHEIE EYE INSTITUTE,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,2,B,C,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,8,1403,9,P,,,,654231968,,,,,,,654231968,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2015
UNIVERSITY OF PA MEDICAL CTR,1 CONVENTION AVE # 101,PHILADELPHIA,PA,19104,4311,101,215,2,B,C,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,7,1228,2,G,,,,654232164,496946310,681184495,10,,C,,654232164,,9,007600,1,039.948767,-075.192890,0,37980,2,428,42101,2015
EDUCATED SISTAS ASSN,4036 W GIRARD AVE,PHILADELPHIA,PA,19104,1032,101,215,2,B,,861102,ASSOCIATIONS,81391002,BUSINESS ASSOCIATIONS,,,,,,,,,,,,6,,9,,,,,654696327,,,,,,,,,9,011000,3,039.973884,-075.205451,0,37980,2,428,42101,2015
,3400 SPRUCE ST # 7,PHILADELPHIA,PA,19104,4229,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,B,,,,656127388,,,,,,,402644080,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2015
RADIAN APARTMENTS,3925 WALNUT ST,PHILADELPHIA,PA,19104,3637,101,215,2,C,C,651303,APARTMENTS,53111002,LESSORS OF RESIDENTIAL BUILDINGS & DWELLINGS,,,,,,,,,,,02906,10,2420,9,,,,,656959020,,,,,,,,,9,008800,5,039.954030,-075.200800,P,37980,2,428,42101,2015
JESUS FIRST EXHORTATION,507 N 41ST ST,PHILADELPHIA,PA,19104,1764,101,215,2,A,,866107,CHURCHES,81311008,RELIGIOUS ORGANIZATIONS,,,,,,,,,,,15800,2,,9,2,,,,661219253,,,,,,,,,9,009200,1,039.961600,-075.205120,P,37980,2,428,42101,2015
ETHIO CAFE' & CARRYOUT,225 S 45TH ST,PHILADELPHIA,PA,19104,2918,101,215,2,C,A,581208,RESTAURANTS,72251117,FULL-SERVICE RESTAURANTS,,,,,,,,,,,72002,10,467,9,,,,,661560474,,,,,,,,,9,008700,5,039.954260,-075.211590,P,37980,2,428,42101,2015
MONTAGE DIVERSITY CONSULTANTS,513 N 39TH ST,PHILADELPHIA,PA,19104,4601,101,215,2,A,B,874899,CONSULTANTS-BUSINESS NEC,54161830,OTHER MANAGEMENT CONSULTING SERVICES,874201,BUSINESS MANAGEMENT CONSULTANTS,999966,FEDERAL GOVERNMENT CONTRACTORS,,,,,,,,4,666,9,,,,,664464559,,,,,,,,,9,010800,4,039.962420,-075.199300,P,37980,2,428,42101,2015
GARCES RESTAURANT GROUP,2929 ARCH ST # B,PHILADELPHIA,PA,19104,7323,101,215,2,B,A,581220,RESTAURANT MANAGEMENT,72231009,FOOD SERVICE CONTRACTORS,,,,,,,,,,,,6,280,9,,2008,,,666663315,,,,,,,,,9,012400,1,039.957048,-075.181466,0,37980,2,428,42101,2015
BIOADVANCE-BIOTECHNOLOGY,3711 MARKET ST # 8,PHILADELPHIA,PA,19104,5504,101,215,2,B,E,679998,VENTURE CAPITAL COMPANIES,52391003,MISCELLANEOUS INTERMEDIATION,999966,FEDERAL GOVERNMENT CONTRACTORS,,,,,,,,,,8,6304,9,,,,,667443873,,,,,,,,,9,009100,3,039.956590,-075.196280,P,37980,2,428,42101,2015
,125 S 31ST ST,PHILADELPHIA,PA,19104,3413,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,M,,,,668302011,,,,,,,636819559,,9,008900,1,039.952520,-075.184690,P,37980,2,428,42101,2015
,3405 CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,4319,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,T,,,,668302029,,,,,,,668302037,,9,007600,1,039.948880,-075.193998,P,37980,2,428,42101,2015
CHILDREN'S HOSPITAL OF PA,3405 CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,4319,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),999966,FEDERAL GOVERNMENT CONTRACTORS,596104,E-COMMERCE,,,,,,,,3,526,9,T,,,,668302037,,,,,,,668302037,,9,007600,1,039.948880,-075.193998,P,37980,2,428,42101,2015
MATTHEW RYAN VETERINARY MDCN,3900 SPRUCE ST,PHILADELPHIA,PA,19104,4113,101,215,2,B,B,074201,VETERINARIANS,54194009,VETERINARY SERVICES,874213,MARKETING PROGRAMS & SERVICES,,,,,,,,,,9,867,9,,,,,668734684,,,,,,,303334940,,9,008800,4,039.951170,-075.201090,P,37980,2,428,42101,2015
VILLA,4034 LANCASTER AVE,PHILADELPHIA,PA,19104,1712,101,215,2,C,C,566101,SHOES-RETAIL,44821007,SHOE STORES,565101,CLOTHING-RETAIL,,,,,,,,,,15,2197,2,,,,,669116618,,607071131,20,,D,,,,9,010600,3,039.963660,-075.203710,P,37980,2,428,42101,2015
SPRUCE HILL DRY CLEANERS,401 S 45TH ST,PHILADELPHIA,PA,19104,3911,101,215,2,A,A,721201,CLEANERS,81232002,DRYCLEANING & LAUNDRY SVCS (EXCEPT COIN-OPERATED),,,,,,,,,,,26603,1,54,9,,,,,669116725,,,,,,,,,9,008700,4,039.951811,-075.212274,0,37980,2,428,42101,2015
A B INVESTMENT INC,3604 SPRING GARDEN ST,PHILADELPHIA,PA,19104,2386,101,215,2,B,D,628203,FINANCIAL ADVISORY SERVICES,52393002,INVESTMENT ADVICE,,,,,,,,,,,43704,5,3585,9,,,,,669429599,,,,,,,,,9,009100,1,039.962360,-075.194630,P,37980,2,428,42101,2015
MILLENNIUM PHARMACY SYSTEMS,4401 HAVERFORD AVE,PHILADELPHIA,PA,19104,1332,101,215,2,D,E,591205,PHARMACIES,44611009,PHARMACIES & DRUG STORES,,,,,,,,,,,,30,8553,2,,,,,672196201,695604264,647525021,170,,F,,,N,9,010500,3,039.963000,-075.211360,P,37980,2,428,42101,2015
MILLENNIUM PHARMACY SYSTEMS,3609 CHESTNUT ST,PHILADELPHIA,PA,19104,2612,101,215,2,D,E,591205,PHARMACIES,44611009,PHARMACIES & DRUG STORES,,,,,,,,,,,,30,8553,2,,,,,672196276,695604264,647525021,170,,F,,,,9,008900,3,039.954791,-075.194631,0,37980,2,428,42101,2015
RYD MINIMARKET,340 N 41ST ST,PHILADELPHIA,PA,19104,2234,101,215,2,B,C,541105,GROCERS-RETAIL,44511003,SUPERMARKETS/OTHER GROCERY (EXC CONVENIENCE) STRS,581209,DELICATESSENS,,,,,,,,,39106,5,1273,9,,,,,672502390,,,,,,,,,9,009200,3,039.959980,-075.205540,P,37980,2,428,42101,2015
VIP BEAUTY SALON,4088 HAVERFORD AVE,PHILADELPHIA,PA,19104,1748,101,215,2,A,A,723106,BEAUTY SALONS,81211202,BEAUTY SALONS,,,,,,,,,,,07204,4,192,9,,,,,674470646,,,,,,,,,9,009200,1,039.962380,-075.205400,P,37980,2,428,42101,2015
KING CASH,4300 WALNUT ST,PHILADELPHIA,PA,19104,5239,101,215,2,A,B,609903,CHECK CASHING SERVICE,52232003,"FINANCIAL TRNSCTNS PROCNG, RESERVE/CLRNGHS ACTVTS",,,,,,,,,,,,2,822,9,,,,,674488374,,,,,,,,,9,008700,5,039.954690,-075.208960,P,37980,2,428,42101,2015
MOMMY'S,4089 LANCASTER AVE,PHILADELPHIA,PA,19104,1747,101,215,2,A,A,599973,PERFUME-RETAIL,44612003,"COSMETICS, BEAUTY SUPPLIES & PERFUME STORES",,,,,,,,,,,60237,1,222,9,,,,,674488382,,,,,,,,,9,010700,4,039.965140,-075.205030,P,37980,2,428,42101,2015
MEGA DEAL,4123 LANCASTER AVE,PHILADELPHIA,PA,19104,1726,101,215,2,A,A,725102,SHOE & BOOT REPAIRING,81143005,FOOTWEAR & LEATHER GOODS REPAIR,502107,FURNITURE-DEALERS-WHOLESALE,,,,,,,,,,1,86,9,,,,,674755640,,,,,,,,,9,010700,5,039.965810,-075.206200,P,37980,2,428,42101,2015
CHRISTIAN FELLOWSHIP COMMUNITY,4306 FAIRMOUNT AVE,PHILADELPHIA,PA,19104,1326,101,215,2,A,,866107,CHURCHES,81311008,RELIGIOUS ORGANIZATIONS,,,,,,,,,,,15800,2,,9,F,,,,674848353,,,,,,,,,9,010600,5,039.964330,-075.210040,P,37980,2,428,42101,2015
REZRO INC,4178 LEIDY AVE,PHILADELPHIA,PA,19104,1039,101,215,2,A,B,609903,CHECK CASHING SERVICE,52232003,"FINANCIAL TRNSCTNS PROCNG, RESERVE/CLRNGHS ACTVTS",,,,,,,,,,,14802,2,822,9,,,,,676459613,,,,,,,,,9,011000,2,039.974800,-075.209940,P,37980,2,428,42101,2015
CAMPUS COPY CTR,3810 CHESTNUT ST,PHILADELPHIA,PA,19104,3107,101,215,2,A,A,733403,COPYING & DUPLICATING SERVICE,56143903,OTHER BUSINESS SVC CENTERS (INCLUDING COPY SHOPS),,,,,,,,,,,21604,3,392,9,,,,,676459985,,,,,,,,,9,008800,1,039.955139,-075.198983,0,37980,2,428,42101,2015
PARKWAY CORP,20 S 39TH ST,PHILADELPHIA,PA,19104,3150,101,215,2,A,A,752102,PARKING STATIONS & GARAGES,81293004,PARKING LOTS & GARAGES,,,,,,,,,,,59406,1,75,9,,,,,676469810,,,,,,,,,9,008800,6,039.956010,-075.200090,P,37980,2,428,42101,2015
PEDIATRIC PREVENTIVE MED,4035 POWELTON AVE,PHILADELPHIA,PA,19104,2262,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),809901,PHYSICIANS & SURGEONS INFORMATION BUREAU,,,,,,,,,,3,526,9,T,,,,676471477,,,,,,,,,9,009200,3,039.959260,-075.203730,P,37980,2,428,42101,2015
PHILLY INTERNET,3020 MARKET ST,PHILADELPHIA,PA,19104,2999,101,215,2,C,C,737415,INTERNET SERVICE,51821013,"DATA PROCESSING, HOSTING & RELATED SERVICES",596106,INTERNET SELLING SERVICES,,,,,,,,,43538,10,1980,9,,,,,676473879,,,,,,,,,9,008900,1,039.954580,-075.184800,P,37980,2,428,42101,2015
BUDGET TRUCK RENTAL,3917 LANCASTER AVE # 27,PHILADELPHIA,PA,19104,4637,101,215,2,A,B,751303,TRUCK RENTING & LEASING,53212016,"TRUCK, UTILITY TRAILER & RV RENTAL & LEASING",,,,,,,,,,,88902,2,651,2,B,,,,676475056,719381675,458898392,300,,G,,,,9,010800,4,039.962320,-075.200350,P,37980,2,428,42101,2015
VMR CORP,919 N 43RD ST,PHILADELPHIA,PA,19104,1201,101,215,2,B,C,274119,MULTIMEDIA (MFRS),51119906,ALL OTHER PUBLISHERS,,,,,,,,,,,54519,6,2406,9,,,,,676476633,,,,,,,,,9,010700,7,039.970310,-075.210000,P,37980,2,428,42101,2015
COLLEGE PUBLICATIONS,,PHILADELPHIA,PA,19104,,101,215,2,B,B,874810,SALES PROMOTION SERVICE,54161816,OTHER MANAGEMENT CONSULTING SERVICES,274105,PUBLISHERS (MFRS),,,,,,,,,73600,5,832,9,,,,,676477326,,,,,,,,,9,009100,3,039.957124,-075.199550,X,37980,2,428,42101,2015
PHILADELPHIA RUNNER,3621 WALNUT ST,PHILADELPHIA,PA,19104,3810,101,215,2,A,B,566101,SHOES-RETAIL,44821007,SHOE STORES,,,,,,,,,,,77002,4,585,9,,,,,676484678,,,,,,,,,9,008900,3,039.953281,-075.195180,0,37980,2,428,42101,2015
T-MOBILE,3441 CHESTNUT ST,PHILADELPHIA,PA,19104,3341,101,215,2,B,D,481207,CELLULAR TELEPHONES (SERVICES),51721014,WIRELESS TELECOMMS CARRIERS (EXCEPT SATELLITE),599902,CELLULAR TELEPHONES-EQUIPMENT & SUPLS,481205,MOBILE TELEPHONE SERVICE,573134,CELLULAR RINGTONES GAMES & GRAPHICS,762931,CELLULAR TELEPHONES-SERVICE & REPAIR,481302,TELECOMMUNICATIONS SERVICES,,6,4128,2,T,,,,676486442,,507958353,150,,F,,,,9,008900,3,039.954561,-075.192681,0,37980,2,428,42101,2015
NEW HORIZONS HOUSING,4101 BALTIMORE AVE FRNT,PHILADELPHIA,PA,19104,4553,101,215,2,B,C,653108,REAL ESTATE MANAGEMENT,53121005,OFFICES OF REAL ESTATE AGENTS & BROKERS,,,,,,,,,,,70706,5,1043,9,,,,,676491194,,,,,,,,,9,008700,3,039.950100,-075.205920,P,37980,2,428,42101,2015
UNITED HOUSE-PRAYER FOR ALL,4033 HAVERFORD AVE,PHILADELPHIA,PA,19104,1751,101,215,2,A,,866107,CHURCHES,81311008,RELIGIOUS ORGANIZATIONS,866104,CHURCH ORGANIZATIONS,,,,,,,,,15800,2,,9,2,,,,676495179,,,,,,,,,9,010600,3,039.962920,-075.204230,P,37980,2,428,42101,2015
REHOBOTH FULL GOSPEL,3316 FAIRMOUNT AVE,PHILADELPHIA,PA,19104,2005,101,215,2,A,,866107,CHURCHES,81311008,RELIGIOUS ORGANIZATIONS,,,,,,,,,,,15800,3,,9,,,,,676497183,,,,,,,,,9,010900,1,039.966090,-075.191450,P,37980,2,428,42101,2015
FIRESTONE COMPLETE AUTO CARE,3161 MARKET ST,PHILADELPHIA,PA,19104,2807,101,215,2,C,C,753801,AUTOMOBILE REPAIRING & SERVICE,81111104,GENERAL AUTOMOTIVE REPAIR,553123,TIRE-DEALERS-RETAIL,753914,BRAKE SERVICE,754903,AUTOMOBILE LUBRICATION SERVICE,753903,WHEEL ALIGNMENT-FRAME & AXLE SVC-AUTO,753402,TIRE SERVICE,05202,10,1273,2,4,,,,676503527,461017022,007582117,800,,H,,,,9,012400,1,039.955448,-075.187402,0,37980,2,428,42101,2015
RESTAURANT SCHOOL,4233 WALNUT ST,PHILADELPHIA,PA,19104,5200,101,215,2,C,,821103,SCHOOLS,61111007,ELEMENTARY & SECONDARY SCHOOLS,,,,,,,,,,,74408,17,,9,,,,,676505944,,,,,,,,,9,008700,2,039.955150,-075.207720,P,37980,2,428,42101,2015
UNIVERSITY CITY SCIENCE CTR,3624 MARKET ST # 1SC,PHILADELPHIA,PA,19104,2615,101,215,2,C,,821103,SCHOOLS,61111007,ELEMENTARY & SECONDARY SCHOOLS,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,,,,,,,,,74408,15,,9,B,,,,676506041,,,,,,,676506041,,9,008900,3,039.956110,-075.194640,P,37980,2,428,42101,2015
AFRICAN COMMUNITIES COALITION,4022 MARKET ST,PHILADELPHIA,PA,19104,3003,101,215,2,,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,,,9,,,,,676507247,,,,,,,,,9,008800,6,039.957010,-075.202910,P,37980,2,428,42101,2015
DEVELOPMENT RESOURCES,33 N PRESTON ST,PHILADELPHIA,PA,19104,2258,101,215,2,B,B,806301,MENTAL HEALTH SERVICES,62221001,PSYCHIATRIC & SUBSTANCE ABUSE HOSPITALS,,,,,,,,,,,,6,520,9,,,,,676507346,,,,,,,,,9,009200,4,039.958560,-075.203260,P,37980,2,428,42101,2015
EARTH CUP W,405 S 45TH ST,PHILADELPHIA,PA,19104,3911,101,215,2,A,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,3,,9,,,,,676507403,,,,,,,,,9,008700,4,039.951623,-075.212311,0,37980,2,428,42101,2015
GLASS BLOWERS.COM INC,3141 CHESTNUT ST,PHILADELPHIA,PA,19104,2816,101,215,2,A,B,322901,GLASS-BLOWERS (MFRS),32721203,OTHER PRESSED & BLOWN GLASS & GLASSWARE MFG,,,,,,,,,,,37406,3,684,9,,,,,676507601,,,,,,,,,9,008900,1,039.954120,-075.186910,P,37980,2,428,42101,2015
CONCEPTS,24 N PRESTON ST,PHILADELPHIA,PA,19104,2257,101,215,2,A,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,3,,9,,,,,676512353,,,,,,,,,9,009200,4,039.958320,-075.203710,P,37980,2,428,42101,2015
HOUSE OF BETHESDA,4166 LEIDY AVE,PHILADELPHIA,PA,19104,1134,101,215,2,C,,833102,REHABILITATION SERVICES,62431009,VOCATIONAL REHABILITATION SERVICES,,,,,,,,,,,71508,18,,9,,,,,676513781,,,,,,,,,9,011000,2,039.974590,-075.209570,P,37980,2,428,42101,2015
WORLD OF HAIR STUDIO,4226 W GIRARD AVE,PHILADELPHIA,PA,19104,1013,101,215,2,A,A,723106,BEAUTY SALONS,81211202,BEAUTY SALONS,,,,,,,,,,,,4,192,9,,,,,676514888,,,,,,,,,9,011000,1,039.973190,-075.209790,P,37980,2,428,42101,2015
RAINBOW,4090 LANCASTER AVE,PHILADELPHIA,PA,19104,1746,101,215,2,B,B,562101,WOMEN'S APPAREL-RETAIL,44812010,WOMEN'S CLOTHING STORES,565101,CLOTHING-RETAIL,,,,,,,,,,7,936,2,Q,,,,676515224,,865610653,500,,H,,,,9,010600,2,039.964590,-075.205390,P,37980,2,428,42101,2015
DIABETES CENTER,3400 SPRUCE ST # 4,PHILADELPHIA,PA,19104,4229,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,E,,,,676521024,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2015
INTERIM HOUSE WEST PHMC,4100 PARKSIDE AVE,PHILADELPHIA,PA,19104,1083,101,215,2,A,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,3,,9,,,,,676528094,,,,,,,,,9,011000,3,039.975010,-075.207100,P,37980,2,428,42101,2015
DUNBAR COMMUNITY MENTAL HEALTH,4232 PARKSIDE AVE,PHILADELPHIA,PA,19104,1021,101,215,2,C,C,806301,MENTAL HEALTH SERVICES,62221001,PSYCHIATRIC & SUBSTANCE ABUSE HOSPITALS,,,,,,,,,,,51301,15,1301,9,,,,,677245623,,,,,,,,,9,011000,2,039.976510,-075.210920,P,37980,2,428,42101,2015
PENN NEWS,4001 SPRUCE ST,PHILADELPHIA,PA,19104,4118,101,215,2,A,A,599401,NEWS DEALERS,45121202,NEWS DEALERS & NEWSSTANDS,541103,CONVENIENCE STORES,,,,,,,,,,1,138,9,,,,,677635989,,,,,,,,,9,008800,4,039.951848,-075.203061,0,37980,2,428,42101,2015
PENN MEDICINE ORTHOPAEDIC SURG,3737 MARKET ST # 8,PHILADELPHIA,PA,19104,5545,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,R,,,,678321456,,,,,,,678321456,,9,009100,3,039.956619,-075.196795,0,37980,2,428,42101,2015
MERCY PHILADELPHIA HOSP,555 S 43RD ST,PHILADELPHIA,PA,19104,4408,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,K,,,,678370636,,,,,,,438331324,,9,007700,1,039.948943,-075.209009,0,37980,2,428,42101,2015
DEPARTMENT OF PUBLIC HEALTH,4400 HAVERFORD AVE,PHILADELPHIA,PA,19104,1361,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,K,,,,678370875,,,,,,,406143415,,9,009200,4,039.962481,-075.210558,0,37980,2,428,42101,2015
WEST PHILADELPHIA REAL ESTATE,659 N 39TH ST,PHILADELPHIA,PA,19104,1856,101,215,2,A,B,653118,REAL ESTATE,53121003,OFFICES OF REAL ESTATE AGENTS & BROKERS,,,,,,,,,,,70606,4,834,9,,,,,679823369,,,,,,,,,9,010800,5,039.964850,-075.199700,P,37980,2,428,42101,2015
TRUSTEES OF THE UNIV OF PA,1 COLLEGE HALL # 211,PHILADELPHIA,PA,19104,6303,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,10,,1,,1749,,,681184495,,681184495,10,,C,,,,9,008900,2,039.951953,-075.195031,2,37980,2,428,42101,2015
